County,State,Population,Valid_ballots,Voter_turnout,Vote,Vote_share
Hunt County,Texas,91895,31554,34.33701507,6396,20.27001331
Hutchinson County,Texas,21528,8155,37.88089929,854,10.472103
Irion County,Texas,1562,766,49.0396927,90,11.74934726
Jack County,Texas,8789,3350,38.1158266,314,9.373134328
Jackson County,Texas,14873,5302,35.64849055,904,17.05016975
Jasper County,Texas,35417,13419,37.88858458,2590,19.30099113
Jeff Davis County,Texas,2231,1191,53.38413268,422,35.43240974
Jefferson County,Texas,255748,87618,34.25950545,42443,48.44095962
Jim Hogg County,Texas,5257,2119,40.30816055,1635,77.15903728
Jim Wells County,Texas,41181,12379,30.05997912,6694,54.07545036
Johnson County,Texas,162763,57606,35.39256465,10988,19.07440197
Jones County,Texas,19971,5960,29.84327275,936,15.70469799
Karnes County,Texas,15494,4198,27.09435911,1145,27.27489281
Kaufman County,Texas,117904,41265,34.99881259,10278,24.90730643
Kendall County,Texas,41903,20120,48.0156552,3643,18.10636183
Kenedy County,Texas,436,186,42.66055046,99,53.22580645
Kent County,Texas,748,434,58.02139037,59,13.59447005
Kerr County,Texas,51426,23297,45.30198732,4681,20.0927158
Kimble County,Texas,4413,1952,44.23294811,206,10.55327869
King County,Texas,292,159,54.45205479,5,3.144654088
Kinney County,Texas,3636,1430,39.32893289,458,32.02797203
Kleberg County,Texas,31304,9512,30.38589318,4716,49.57947855
Knox County,Texas,3732,1367,36.62915327,247,18.06876372
Lamar County,Texas,49528,18611,37.57672428,3583,19.25205524
Lamb County,Texas,13195,3995,30.27661993,771,19.2991239
Lampasas County,Texas,20524,8205,39.97758721,1483,18.07434491
La Salle County,Texas,7596,2059,27.10637177,1129,54.83244293
Lavaca County,Texas,19891,8661,43.54230557,1170,13.5088327
Lee County,Texas,16975,6535,38.49779087,1372,20.99464422
Leon County,Texas,17200,7439,43.25,909,12.21938433
Liberty County,Texas,81354,24267,29.82889594,4862,20.03543907
Limestone County,Texas,23472,7739,32.97119973,1778,22.97454451
Lipscomb County,Texas,3494,1332,38.12249571,135,10.13513514
Live Oak County,Texas,12023,4302,35.78141895,742,17.24779172
Llano County,Texas,20592,10447,50.73329448,1825,17.46912989
Loving County,Texas,117,65,55.55555556,4,6.153846154
Lubbock County,Texas,302094,99013,32.77555993,28023,28.30234414
Lynn County,Texas,5775,2009,34.78787879,403,20.05973121
McCulloch County,Texas,8124,3103,38.19547021,482,15.53335482
McLennan County,Texas,247553,79075,31.9426547,27063,34.22447044
McMullen County,Texas,806,499,61.91066998,40,8.016032064
Madison County,Texas,14120,4289,30.37535411,881,20.54091863
Marion County,Texas,10125,4238,41.85679012,1165,27.48938178
Martin County,Texas,5616,1762,31.37464387,266,15.09648127
Mason County,Texas,4161,2057,49.43523192,354,17.20952844
Matagorda County,Texas,37088,12196,32.88395168,3500,28.69793375
Maverick County,Texas,58041,13588,23.41103703,10397,76.51604357
Medina County,Texas,49254,17246,35.01441507,4634,26.86999884
Menard County,Texas,2091,864,41.31994261,154,17.82407407
Midland County,Texas,163850,49212,30.03478792,10025,20.37104771
Milam County,Texas,24680,8664,35.10534846,2051,23.67266851
Mills County,Texas,4884,2245,45.96642097,243,10.82405345
Mitchell County,Texas,8474,2196,25.91456219,354,16.12021858
Montague County,Texas,19390,8604,44.37338834,885,10.28591353
Montgomery County,Texas,555216,204632,36.85628656,45835,22.39874506
Moore County,Texas,21641,5284,24.41661661,1098,20.77971234
Morris County,Texas,12429,4973,40.01126398,1425,28.65473557
Motley County,Texas,1170,615,52.56410256,40,6.504065041
Nacogdoches County,Texas,65549,22622,34.51158675,6846,30.26257625
Navarro County,Texas,48405,16433,33.94897221,4002,24.35343516
Newton County,Texas,14160,5534,39.0819209,1156,20.88904951
Nolan County,Texas,15044,4857,32.28529646,1029,21.18591723
Nueces County,Texas,361642,104405,28.86971093,49198,47.12226426
Ochiltree County,Texas,10257,3002,29.2678171,274,9.127248501
Oldham County,Texas,2074,948,45.70877531,78,8.227848101
Orange County,Texas,84549,32000,37.8478752,5735,17.921875
Palo Pinto County,Texas,28125,10270,36.51555556,1708,16.63096397
Panola County,Texas,23419,10416,44.47670695,1835,17.6171275
Parker County,Texas,128967,56817,44.05545605,8344,14.68574546
Parmer County,Texas,9762,2466,25.26121696,485,19.6674777
Pecos County,Texas,15881,4185,26.35224482,1554,37.13261649
Polk County,Texas,47656,19852,41.65687427,4187,21.09107395
Potter County,Texas,120632,28651,23.75074607,7657,26.72507068
Presidio County,Texas,7156,2208,30.85522638,1458,66.0326087
Rains County,Texas,11304,4701,41.58704883,628,13.35885982
Randall County,Texas,132342,54305,41.03383657,8367,15.40742105
Reagan County,Texas,3726,904,24.2619431,167,18.47345133
Real County,Texas,3399,1681,49.45572227,262,15.58596074
Red River County,Texas,12179,5161,42.37622136,1149,22.2631273
Reeves County,Texas,15229,3184,20.90747915,1659,52.10427136
Refugio County,Texas,7272,2948,40.53905391,1034,35.07462687
Roberts County,Texas,910,554,60.87912088,20,3.610108303
Robertson County,Texas,16804,7035,41.86503214,2203,31.3148543
Rockwall County,Texas,93421,39948,42.76126353,9655,24.1689196
Runnels County,Texas,10276,3782,36.80420397,453,11.97778953
Rusk County,Texas,52892,18994,35.9109128,3935,20.71706855
Sabine County,Texas,10381,4651,44.80300549,614,13.20146205
San Augustine County,Texas,8288,3569,43.06225869,910,25.49733819
San Jacinto County,Texas,27732,10343,37.29626424,2038,19.70414773
San Patricio County,Texas,67311,21656,32.1730475,7871,36.34558552
San Saba County,Texas,5922,2357,39.80074299,293,12.43105643
Schleicher County,Texas,3057,1059,34.64180569,208,19.64117092
Scurry County,Texas,17394,5289,30.40703691,733,13.85895254
Shackelford County,Texas,3337,1504,45.07042254,103,6.848404255
Shelby County,Texas,25566,9086,35.53938825,1758,19.34844816
Sherman County,Texas,3070,935,30.45602606,96,10.26737968
Smith County,Texas,225161,84768,37.64772763,22300,26.30709702
Somervell County,Texas,8671,3897,44.94291316,541,13.8824737
Starr County,Texas,63894,11740,18.37418224,9289,79.12265758
Stephens County,Texas,9377,3461,36.90945932,348,10.05489743
Sterling County,Texas,1339,633,47.27408514,70,11.05845182
Stonewall County,Texas,1401,701,50.03568879,135,19.25820257
Sutton County,Texas,3886,1416,36.43849717,313,22.10451977
Swisher County,Texas,7428,2204,29.67151319,462,20.96188748
Tarrant County,Texas,2023556,668514,33.03659498,288392,43.13926111
Taylor County,Texas,136257,45759,33.5828618,10085,22.03938023
Terrell County,Texas,818,438,53.54523227,140,31.96347032
Terry County,Texas,12770,3355,26.2725137,753,22.44411326
Throckmorton County,Texas,1537,808,52.56994144,84,10.3960396
Titus County,Texas,32463,9419,29.01457043,2597,27.57192908
Tom Green County,Texas,117634,38479,32.7107809,9173,23.8389771
Travis County,Texas,1206110,468720,38.862127,308260,65.76634238
Trinity County,Texas,14543,5985,41.15381971,1154,19.28153718
Tyler County,Texas,21423,8016,37.41772861,1248,15.56886228
Upshur County,Texas,40771,16013,39.2754654,2380,14.86292387
Upton County,Texas,3690,1347,36.50406504,286,21.23236823
Uvalde County,Texas,27081,8964,33.10069791,3867,43.13922356
Val Verde County,Texas,48911,13617,27.84036311,6964,51.14195491
Van Zandt County,Texas,54367,21890,40.26339507,2799,12.78666058
Victoria County,Texas,92402,31123,33.68217138,8866,28.48697105
Walker County,Texas,71845,19796,27.55376157,6091,30.76884219
Waller County,Texas,50046,16784,33.53714583,5748,34.24690181
Ward County,Texas,11571,3445,29.77270763,783,22.72859216
Washington County,Texas,34740,14828,42.68278641,3382,22.8082007
Webb County,Texas,272301,56905,20.89782997,42307,74.34671821
Wharton County,Texas,41609,14732,35.40580163,4238,28.76730926
Wheeler County,Texas,5518,2306,41.79050381,194,8.41283608
Wichita County,Texas,131295,38119,29.03309342,8770,23.00689945
Wilbarger County,Texas,12880,4105,31.87111801,809,19.70767357
Willacy County,Texas,21761,5095,23.41344607,3422,67.16388616
Williamson County,Texas,527622,203081,38.48986585,84468,41.59325589
Wilson County,Texas,48212,19432,40.30531818,4790,24.65006175
Winkler County,Texas,7915,1876,23.70183196,420,22.3880597
Wise County,Texas,64478,24776,38.42550948,3412,13.77139167
Wood County,Texas,43753,18727,42.80163646,2630,14.04389384
Yoakum County,Texas,8652,2303,26.61812298,426,18.49761181
Young County,Texas,18098,7707,42.584816,876,11.36629039
Zapata County,Texas,14446,3142,21.74996539,2063,65.65881604
Zavala County,Texas,12121,3396,28.01749031,2636,77.62073027
Beaver County,Utah,6478,2491,38.4532263,264,10.59815335
Box Elder County,Utah,52975,19735,37.25342143,2282,11.56321257
Cache County,Utah,122201,46157,37.77137667,8563,18.55189895
Carbon County,Utah,20324,7952,39.12615627,1717,21.59205231
Daggett County,Utah,1076,474,44.05204461,77,16.24472574
Davis County,Utah,341000,138411,40.58973607,28776,20.79025511
Duchesne County,Utah,20242,6942,34.29503014,500,7.202535292
Emery County,Utah,10206,4289,42.02429943,380,8.859874097
Garfield County,Utah,4952,2344,47.33441034,358,15.27303754
Grand County,Utah,9622,4533,47.11078778,1960,43.23847342
Iron County,Utah,49676,17654,35.53828811,2450,13.8778747
Juab County,Utah,11016,4177,37.91757444,442,10.58175724
Kane County,Utah,7297,3505,48.0334384,741,21.14122682
Millard County,Utah,12655,5242,41.4223627,431,8.222052652
Morgan County,Utah,11370,5192,45.66402814,577,11.11325116
Piute County,Utah,1459,729,49.96572995,47,6.447187929
Rich County,Utah,2313,1109,47.94638997,104,9.377817854
Salt Lake County,Utah,1120109,418868,37.39528921,175863,41.98530325
San Juan County,Utah,15329,5447,35.53395525,2042,37.48852579
Sanpete County,Utah,29232,10164,34.77011494,1061,10.43880362
Sevier County,Utah,21131,8654,40.95404855,695,8.030968338
Summit County,Utah,40512,20641,50.9503357,10503,50.88416259
Tooele County,Utah,64612,21829,33.78474587,4573,20.94919602
Uintah County,Utah,36264,12797,35.28844033,995,7.775259827
Utah County,Utah,590288,201551,34.14451929,28522,14.151257
Wasatch County,Utah,30375,12120,39.90123457,3063,25.27227723
Washington County,Utah,159352,61963,38.88435664,10288,16.6034569
Wayne County,Utah,2671,1421,53.2010483,271,19.07107671
Weber County,Utah,247131,85039,34.41049484,23131,27.20046096
Addison County,Vermont,36931,19031,51.53123392,11219,58.95118491
Bennington County,Vermont,35911,17381,48.40021163,9539,54.88176745
Caledonia County,Vermont,30154,14075,46.67705777,6445,45.79040853
Chittenden County,Vermont,161563,83418,51.63187116,54814,65.7100386
Essex County,Vermont,6224,2925,46.99550129,1019,34.83760684
Franklin County,Vermont,48963,21411,43.72893818,9351,43.67381253
Grand Isle County,Vermont,6921,4110,59.38448201,2094,50.94890511
Lamoille County,Vermont,25331,12762,50.38095614,7241,56.73875568
Orange County,Vermont,28908,14649,50.67455376,7541,51.47791658
Orleans County,Vermont,26766,12047,45.00859299,5185,43.03976094
Rutland County,Vermont,59122,29619,50.09810223,13635,46.03463993
Washington County,Vermont,58355,31086,53.27049953,18594,59.81470759
Windham County,Vermont,43163,22635,52.44074786,14340,63.35321405
Windsor County,Vermont,55345,29928,54.07534556,17556,58.66078589
Accomack County,Virginia,32871,15818,48.12144443,6740,42.60968517
Albemarle County,Virginia,106431,56726,53.29838111,33345,58.78256884
Alleghany County,Virginia,15387,7325,47.60512121,2166,29.56996587
Amelia County,Virginia,12801,7040,54.99570346,2128,30.22727273
Amherst County,Virginia,31887,15396,48.28299934,5057,32.84619382
Appomattox County,Virginia,15528,8011,51.59067491,2023,25.25277743
Arlington County,Virginia,231259,121356,52.47622795,92016,75.82319786
Augusta County,Virginia,74834,36343,48.56482348,8177,22.49951848
Bath County,Virginia,4409,2253,51.10002268,603,26.76431425
Bedford County,Virginia,77993,42525,54.52412396,9768,22.97001764
Bland County,Virginia,6472,3139,48.50123609,453,14.43134756
Botetourt County,Virginia,33252,18739,56.35450499,4494,23.98206948
Brunswick County,Virginia,16618,7669,46.14875436,4481,58.43004303
Buchanan County,Virginia,22212,9247,41.6306501,1721,18.61144155
Buckingham County,Virginia,17051,7295,42.78341446,3128,42.87868403
Campbell County,Virginia,55419,27535,49.68512604,6664,24.20192482
Caroline County,Virginia,30099,14863,49.38037809,6432,43.27524726
Carroll County,Virginia,29789,13668,45.88270838,2559,18.72256365
Charles City County,Virginia,7034,4107,58.38783054,2496,60.7742878
Charlotte County,Virginia,12119,5808,47.92474627,2155,37.10399449
Chesterfield County,Virginia,338479,176461,52.13351493,81074,45.94442965
Clarke County,Virginia,14294,8213,57.45767455,3051,37.14842323
Craig County,Virginia,5120,2794,54.5703125,541,19.36292054
Culpeper County,Virginia,50319,22218,44.15429559,7759,34.92213521
Cumberland County,Virginia,9745,4906,50.34376603,2036,41.50020383
Dickenson County,Virginia,15014,6440,42.89329959,1335,20.72981366
Dinwiddie County,Virginia,28468,13575,47.68512013,5765,42.46777164
Essex County,Virginia,11077,5408,48.82188318,2542,47.00443787
Fairfax County,Virginia,1144188,551183,48.17241572,355133,64.43105103
Fauquier County,Virginia,68805,37467,54.45389143,12971,34.61979876
Floyd County,Virginia,15677,8051,51.35548893,2300,28.56787977
Fluvanna County,Virginia,26187,13597,51.92270974,5760,42.3622858
Franklin County,Virginia,56158,26971,48.02699526,7257,26.90667754
Frederick County,Virginia,84638,40440,47.77995699,11932,29.50544016
Giles County,Virginia,16827,8212,48.80251976,1950,23.74573794
Gloucester County,Virginia,37114,19619,52.8614539,5404,27.54472705
Goochland County,Virginia,22485,14037,62.42828552,4889,34.8293795
Grayson County,Virginia,15867,7285,45.91290099,1407,19.3136582
Greene County,Virginia,19309,9608,49.75917966,2924,30.43297252
Greensville County,Virginia,11500,4363,37.93913043,2558,58.62938345
Halifax County,Virginia,34990,17001,48.58816805,6897,40.56820187
Hanover County,Virginia,104290,62753,60.17163678,19382,30.88617277
Henrico County,Virginia,325931,163654,50.21124103,93935,57.39853594
Henry County,Virginia,51645,24106,46.67634815,8198,34.00813076
Highland County,Virginia,2210,1391,62.94117647,371,26.67145938
Isle of Wight County,Virginia,36326,21075,58.01629687,7881,37.39501779
James City County,Virginia,73930,43173,58.39713242,19105,44.25219466
King and Queen County,Virginia,7054,3697,52.40998015,1468,39.70787125
King George County,Virginia,25947,12059,46.47550777,4007,33.22829422
King William County,Virginia,16405,9161,55.84273087,2760,30.12771531
Lancaster County,Virginia,10771,6645,61.69343608,2869,43.17531979
Lee County,Virginia,24165,9399,38.89509621,1627,17.31035217
Loudoun County,Virginia,385546,183097,47.49031244,100795,55.05005544
Louisa County,Virginia,35304,17631,49.94051666,6212,35.23339572
Lunenburg County,Virginia,12319,5586,45.34458966,2227,39.86752596
Madison County,Virginia,13081,6979,53.3521902,2203,31.56612695
Mathews County,Virginia,8769,5311,60.56562892,1563,29.42948597
Mecklenburg County,Virginia,30813,14945,48.50225554,6285,42.05419873
Middlesex County,Virginia,10749,6017,55.97730021,2108,35.03407013
Montgomery County,Virginia,98172,43031,43.8322536,20021,46.52692245
Nelson County,Virginia,14805,8318,56.18372172,3689,44.34960327
New Kent County,Virginia,21009,12242,58.27026512,3546,28.96585525
Northampton County,Virginia,12002,6172,51.42476254,3255,52.73817239
Northumberland County,Virginia,12176,7398,60.75886991,2852,38.55095972
Nottoway County,Virginia,15495,6744,43.52371733,2829,41.94839858
Orange County,Virginia,35354,17270,48.84878656,5957,34.49334105
Page County,Virginia,23619,10740,45.47186587,2514,23.40782123
Patrick County,Virginia,17796,8525,47.90402338,1768,20.73900293
Pittsylvania County,Virginia,61704,31598,51.2089978,9199,29.11260206
Powhatan County,Virginia,28443,16900,59.41707977,4060,24.02366864
Prince Edward County,Virginia,23020,9143,39.71763684,4591,50.21327792
Prince George County,Virginia,37972,16184,42.62087854,6419,39.66262976
Prince William County,Virginia,456496,196538,43.05360836,113144,57.56851092
Pulaski County,Virginia,34249,15167,44.28450466,4172,27.50708776
Rappahannock County,Virginia,7380,4483,60.74525745,1747,38.96944011
Richmond County,Virginia,8758,3661,41.80178123,1347,36.79322589
Roanoke County,Virginia,93528,51489,55.05196305,17200,33.40519334
Rockbridge County,Virginia,22450,10795,48.08463252,3508,32.49652617
Rockingham County,Virginia,79367,37487,47.23247697,9366,24.98466135
Russell County,Virginia,27422,12246,44.65757421,2330,19.02662094
Scott County,Virginia,22082,10100,45.73861063,1581,15.65346535
Shenandoah County,Virginia,42907,20513,47.80804997,5273,25.70565008
Smyth County,Virginia,31126,12890,41.4123241,2665,20.67494182
Southampton County,Virginia,18080,8878,49.1039823,3595,40.49335436
Spotsylvania County,Virginia,131252,62562,47.66555938,24207,38.69281673
Stafford County,Virginia,143501,65934,45.94671814,27908,42.32717566
Surry County,Virginia,6554,4228,64.51022276,2272,53.73699149
Sussex County,Virginia,11414,5044,44.19134396,2879,57.0777161
Tazewell County,Virginia,42155,18566,44.04222512,2895,15.5930195
Warren County,Virginia,39165,17960,45.85727052,5169,28.78062361
Washington County,Virginia,54100,25847,47.77634011,5553,21.48411808
Westmoreland County,Virginia,17649,8574,48.58065613,3836,44.73991136
Wise County,Virginia,39027,15163,38.85258923,2701,17.81309767
Wythe County,Virginia,28912,13343,46.15038738,2770,20.75994904
York County,Virginia,67832,34118,50.29779455,12999,38.1001231
Alexandria city,Virginia,156698,75770,48.35415896,57242,75.54705028
Bristol city,Virginia,17088,7032,41.15168539,1835,26.09499431
Buena Vista city,Virginia,6435,2407,37.4048174,693,28.79102617
Charlottesville city,Virginia,46943,22472,47.87082206,17901,79.65913136
Chesapeake city,Virginia,237464,112705,47.46193107,52627,46.69446786
Colonial Heights city,Virginia,17398,8457,48.60903552,2367,27.98864846
Covington city,Virginia,5637,2382,42.25651943,914,38.37111671
Danville city,Virginia,41665,18952,45.48661946,11059,58.35268046
Emporia city,Virginia,5478,2367,43.20920044,1530,64.63878327
Fairfax city,Virginia,23246,12030,51.75083885,7367,61.23857024
Falls Church city,Virginia,13582,7757,57.11235459,5819,75.01611448
Franklin city,Virginia,8201,4070,49.62809413,2519,61.89189189
Fredericksburg city,Virginia,28360,11264,39.71791255,6707,59.54367898
Galax city,Virginia,6604,2376,35.97819503,681,28.66161616
Hampton city,Virginia,135374,62356,46.06202077,41312,66.25184425
Harrisonburg city,Virginia,53542,17993,33.6053939,10212,56.75540488
Hopewell city,Virginia,22539,9008,39.96628067,4724,52.44227353
Lexington city,Virginia,7148,2465,34.48517068,1514,61.4198783
Lynchburg city,Virginia,79710,35671,44.75097227,14792,41.46785905
Manassas city,Virginia,41189,15411,37.41532934,8423,54.65576536
Manassas Park city,Virginia,16456,5232,31.79387457,3204,61.23853211
Martinsville city,Virginia,12996,5907,45.45244691,3533,59.81039445
Newport News city,Virginia,180209,75715,42.01510468,45618,60.24962029
Norfolk city,Virginia,245680,83388,33.9417128,57023,68.38274092
Norton city,Virginia,3972,1460,36.75730111,383,26.23287671
Petersburg city,Virginia,31380,13786,43.93244105,12021,87.19715654
Poquoson city,Virginia,11952,7177,60.04852744,1601,22.30737077
Portsmouth city,Virginia,95165,43265,45.46314296,28497,65.86617358
Radford city,Virginia,17324,6085,35.12468252,2925,48.06902219
Richmond city,Virginia,225369,103484,45.91758405,81259,78.52324997
Roanoke city,Virginia,99337,39466,39.72940596,22286,56.46885927
Salem city,Virginia,25252,12225,48.41200697,4202,34.37218814
Staunton city,Virginia,24156,11255,46.59297897,5333,47.38338516
Suffolk city,Virginia,89194,43240,48.47859722,23280,53.83903793
Virginia Beach city,Virginia,450983,203262,45.0708785,91032,44.78554772
Waynesboro city,Virginia,21757,9204,42.30362642,3764,40.89526293
Williamsburg city,Virginia,14884,7626,51.23622682,5206,68.26645686
Winchester city,Virginia,27785,10667,38.39121828,5164,48.41098716
Adams County,Washington,19369,4644,23.97645723,1299,27.97157623
Asotin County,Washington,22286,9736,43.6866194,3134,32.18981101
Benton County,Washington,193494,80027,41.35890519,26360,32.93888313
Chelan County,Washington,75855,33380,44.00500956,13032,39.04134212
Clallam County,Washington,74240,39457,53.14789871,17677,44.80066908
Clark County,Washington,465272,200160,43.01999691,92757,46.34142686
Columbia County,Washington,3975,2182,54.89308176,526,24.10632447
Cowlitz County,Washington,104740,45692,43.62421234,17908,39.19285652
Douglas County,Washington,41366,15543,37.57433641,4918,31.6412533
Ferry County,Washington,7531,3601,47.81569513,1098,30.49153013
Franklin County,Washington,90199,23720,26.29740906,8886,37.46205734
Garfield County,Washington,2246,1246,55.47640249,279,22.39165329
Grant County,Washington,94221,28346,30.08458836,7810,27.55238834
Grays Harbor County,Washington,71531,28367,39.65693196,12020,42.3731801
Island County,Washington,81692,42876,52.48494345,20960,48.8851572
Jefferson County,Washington,30910,20276,65.59689421,12656,62.418623
King County,Washington,2166350,998499,46.09130565,718322,71.94018221
Kitsap County,Washington,263142,124317,47.2433135,63156,50.80238423
Kittitas County,Washington,44922,18955,42.19536085,7489,39.50936428
Klickitat County,Washington,21286,10769,50.59193836,4194,38.94512025
Lewis County,Washington,76693,34149,44.5268799,9654,28.27022753
Lincoln County,Washington,10335,5713,55.27818094,1244,21.77489935
Mason County,Washington,62142,28073,45.17556564,11993,42.72076372
Okanogan County,Washington,41579,17091,41.10488468,6298,36.84980399
Pacific County,Washington,21285,10716,50.3453136,4620,43.1131019
Pend Oreille County,Washington,13131,6802,51.80108141,1934,28.43281388
Pierce County,Washington,862895,348485,40.38556255,172538,49.51088282
San Juan County,Washington,16309,10774,66.06168373,7172,66.56766289
Skagit County,Washington,123603,55968,45.28045436,26690,47.68796455
Skamania County,Washington,11581,5639,48.69182281,2232,39.58148608
Snohomish County,Washington,787110,342173,43.47206871,185227,54.13255868
Spokane County,Washington,496889,227246,45.73375543,93767,41.26233245
Stevens County,Washington,44141,22677,51.37400603,5767,25.43105349
Thurston County,Washington,273714,129410,47.27927691,68798,53.16281586
Wahkiakum County,Washington,4161,2358,56.66906994,832,35.2841391
Walla Walla County,Washington,60008,25419,42.35935209,9694,38.13682678
Whatcom County,Washington,216417,109673,50.67670285,60340,55.01809926
Whitman County,Washington,48824,17305,35.44363428,8146,47.07310026
Yakima County,Washington,249327,77750,31.18394719,31291,40.24565916
Barbour County,West Virginia,16749,6054,36.14544152,1222,20.18500165
Berkeley County,West Virginia,113489,42850,37.75696323,12321,28.7537923
Boone County,West Virginia,22809,8683,38.06830637,1790,20.61499482
Braxton County,West Virginia,14323,5090,35.53724778,1321,25.95284872
Brooke County,West Virginia,22663,9613,42.41715572,2568,26.71382503
Cabell County,West Virginia,95681,33085,34.57844295,11447,34.59876077
Calhoun County,West Virginia,7374,2617,35.48955791,456,17.42453191
Clay County,West Virginia,8829,2972,33.66179635,568,19.11170929
Doddridge County,West Virginia,8576,2840,33.11567164,362,12.74647887
Fayette County,West Virginia,44179,15337,34.71558885,4290,27.97157202
Gilmer County,West Virginia,8134,2543,31.26383083,545,21.43138026
Grant County,West Virginia,11602,4956,42.71677297,512,10.33091203
Greenbrier County,West Virginia,35532,14066,39.58685129,3765,26.76667141
Hampshire County,West Virginia,23316,8608,36.91885401,1580,18.35501859
Hancock County,West Virginia,29662,12702,42.82246646,3262,25.68099512
Hardy County,West Virginia,13812,5643,40.85577758,1155,20.46783626
Harrison County,West Virginia,68349,27960,40.90769433,7694,27.51788269
Jackson County,West Virginia,29188,12187,41.75346033,2663,21.85115287
Jefferson County,West Virginia,55979,24147,43.13581879,9518,39.41690479
Kanawha County,West Virginia,186196,75690,40.65071215,28263,37.3404677
Lewis County,West Virginia,16289,6928,42.53176991,1347,19.44284065
Lincoln County,West Virginia,21108,7066,33.47545954,1459,20.64817436
Logan County,West Virginia,33674,12359,36.70190652,2092,16.92693584
McDowell County,West Virginia,19192,6203,32.32075865,1438,23.18233113
Marion County,West Virginia,56504,23029,40.75640663,6964,30.24013201
Marshall County,West Virginia,31720,13216,41.66456494,2918,22.07929782
Mason County,West Virginia,26938,10186,37.81275522,2081,20.43000196
Mercer County,West Virginia,60632,22982,37.90407706,4704,20.4681925
Mineral County,West Virginia,27375,11564,42.24292237,2050,17.72742996
Mingo County,West Virginia,24716,9510,38.47709985,1370,14.40588854
Monongalia County,West Virginia,105643,36048,34.12246907,14699,40.77618731
Monroe County,West Virginia,13487,5805,43.04144732,1111,19.13867356
Morgan County,West Virginia,17626,7654,43.42448655,1573,20.5513457
Nicholas County,West Virginia,25381,9491,37.39411371,1840,19.38678748
Ohio County,West Virginia,42629,17938,42.07933566,5493,30.62214294
Pendleton County,West Virginia,6977,3225,46.22330515,729,22.60465116
Pleasants County,West Virginia,7490,3150,42.05607477,621,19.71428571
Pocahontas County,West Virginia,8528,3646,42.7532833,928,25.45255074
Preston County,West Virginia,33760,12659,37.49703791,2470,19.51180978
Putnam County,West Virginia,56675,24893,43.92236436,5884,23.63716708
Raleigh County,West Virginia,76296,29618,38.81985949,6443,21.75366331
Randolph County,West Virginia,29034,10876,37.45953021,2735,25.14711291
Ritchie County,West Virginia,9985,4075,40.81121683,496,12.17177914
Roane County,West Virginia,14114,5247,37.17585376,1222,23.28949876
Summers County,West Virginia,12978,4862,37.4633996,1190,24.47552448
Taylor County,West Virginia,16952,6538,38.56772062,1491,22.80513919
Tucker County,West Virginia,7053,3475,49.26981426,751,21.61151079
Tyler County,West Virginia,8967,3654,40.74941452,507,13.87520525
Upshur County,West Virginia,24680,9218,37.35008104,1766,19.1581688
Wayne County,West Virginia,40724,15182,37.28022788,3357,22.11171124
Webster County,West Virginia,8557,2978,34.80191656,556,18.67024849
Wetzel County,West Virginia,15644,6265,40.04730248,1359,21.69193935
Wirt County,West Virginia,5767,2422,41.99757239,386,15.93724195
Wood County,West Virginia,85709,35615,41.55339579,8400,23.58556788
Wyoming County,West Virginia,21777,7831,35.95995775,1062,13.5614864
Adams County,Wisconsin,19982,10164,50.8657792,3770,37.09169618
Ashland County,Wisconsin,15633,8029,51.35930404,4228,52.65911072
Barron County,Wisconsin,45242,22643,50.04862738,7879,34.79662589
Bayfield County,Wisconsin,14923,9529,63.85445286,4954,51.98866618
Brown County,Wisconsin,259514,128979,49.70020885,53364,41.37417719
Buffalo County,Wisconsin,13134,6988,53.20542104,2531,36.21923297
Burnett County,Wisconsin,15222,8743,57.43660491,2948,33.71840329
Calumet County,Wisconsin,49607,26650,53.72225694,9646,36.19512195
Chippewa County,Wisconsin,63523,31561,49.68436629,11886,37.66040366
Clark County,Wisconsin,34485,13596,39.42583732,4227,31.09002648
Columbia County,Wisconsin,56875,29771,52.34461538,13526,45.43347553
Crawford County,Wisconsin,16250,7744,47.65538462,3425,44.22778926
Dane County,Wisconsin,531296,310017,58.35108866,217526,70.16582962
Dodge County,Wisconsin,87382,43065,49.28360532,13968,32.43469175
Door County,Wisconsin,27338,17608,64.40851562,8026,45.58155384
Douglas County,Wisconsin,43359,22511,51.91771028,11345,50.3975834
Dunn County,Wisconsin,44354,22091,49.80610542,9026,40.85826807
Eau Claire County,Wisconsin,102907,54885,53.33456422,27294,49.72943427
Florence County,Wisconsin,4313,2657,61.60445166,666,25.06586376
Fond du Lac County,Wisconsin,102211,51327,50.21670857,17391,33.88275177
Forest County,Wisconsin,9021,4540,50.32701474,1584,34.88986784
Grant County,Wisconsin,51985,24321,46.78464942,10046,41.30586736
Green County,Wisconsin,36787,18985,51.60790497,9122,48.04845931
Green Lake County,Wisconsin,18596,9388,50.48397505,2701,28.7707712
Iowa County,Wisconsin,23430,12260,52.32607768,6669,54.39641109
Iron County,Wisconsin,5660,3497,61.7844523,1273,36.40263083
Jackson County,Wisconsin,20484,9272,45.26459676,3821,41.21009491
Jefferson County,Wisconsin,84464,43146,51.08211783,16561,38.38362768
Juneau County,Wisconsin,26345,11732,44.53216929,4073,34.7170133
Kenosha County,Wisconsin,167867,77076,45.91492074,35771,46.41003685
Kewaunee County,Wisconsin,20380,10758,52.78704612,3623,33.67726343
